New Stock Screen
2026-06-06

Ticker,Name,Last,Rank,MktCap,ccFIGI,PeriodDateQ,SectorCode,IndCode,Pr4W%Chg,SalesGr%TTM,EPSExclXorGr%TTM,PEExclXorTTM,ProjPECurFY,PEGLT,Yield,
BIO,"Bio-Rad Laboratories, Inc.",294.32,73.83,7739.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JHG,Janus Henderson Group PLC,51.76,73.80,7732.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EGO,Eldorado Gold Corp.,29.59,73.78,7711.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
REXR,"Rexford Industrial Realty, Inc.",34.07,73.75,7709.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CLF,"Cleveland-Cliffs, Inc.",13.53,73.73,7708.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MBLY,"Mobileye Global, Inc.",9.47,73.70,7706.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SSD,"Simpson Manufacturing Co., Inc.",185.41,73.68,7686.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VLY,Valley National Bancorp,13.78,73.65,7684.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SM,SM Energy Co.,32.21,73.63,7674.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SOBO,South Bow Corp.,36.86,73.60,7672.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ECG,"Everus Construction Group, Inc.",150.29,73.58,7665.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KEX,Kirby Corp.,141.05,73.55,7644.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CHRD,Chord Energy Corp.,134.79,73.53,7640.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
QGEN,Qiagen NV,36.68,73.50,7585.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HQY,"HealthEquity, Inc.",88.67,73.48,7575.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ESE,"ESCO Technologies, Inc.",292.64,73.45,7571.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JXN,"Jackson Financial, Inc.",107.86,73.43,7512.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VFS,VinFast Auto Ltd.,3.21,73.40,7507.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UGI,UGI Corp.,34.85,73.38,7490.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LSTR,"Landstar System, Inc.",218.06,73.35,7489.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RHP,"Ryman Hospitality Properties, Inc.",119.03,73.33,7451.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATR,"AptarGroup, Inc.",113.36,73.30,7438.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NEU,NewMarket Corp.,790.13,73.28,7424.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BILI,"Bilibili, Inc.",17.46,73.25,7393.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ENPH,"Enphase Energy, Inc.",56.07,73.23,7389.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CDP,COPT Defense Properties,32.65,73.20,7376.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TAP,Molson Coors Beverage Co.,39.06,73.18,7366.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NFG,National Fuel Gas Co.,77.42,73.15,7356.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SBSW,Sibanye Stillwater Ltd.,10.12,73.13,7347.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NOV,"NOV, Inc.",20.14,73.10,7346.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TTEK,"Tetra Tech, Inc.",27.90,73.08,7331.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PCOR,"Procore Technologies, Inc.",48.57,73.05,7328.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PLXS,Plexus Corp.,273.01,73.03,7312.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MIDD,The Middleby Corp.,154.93,73.00,7309.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AXS,AXIS Capital Holdings Ltd.,98.81,72.98,7308.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KNTK,"Kinetik Holdings, Inc.",45.19,72.95,7302.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OSCR,"Oscar Health, Inc.",24.51,72.93,7297.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ST,Sensata Technologies Holding Plc,49.84,72.90,7260.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IBRX,"ImmunityBio, Inc.",6.92,72.88,7247.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MXL,"MaxLinear, Inc.",80.92,72.85,7246.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVT,"Avnet, Inc.",86.81,72.83,7245.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NE,Noble Corp. Plc,45.41,72.80,7241.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
YOU,"Clear Secure, Inc.",54.52,72.78,7232.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ICL,ICL Group Ltd.,5.60,72.75,7227.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CELH,"Celsius Holdings, Inc.",28.13,72.73,7226.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VNO,Vornado Realty Trust,35.21,72.70,7219.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LTH,"Life Time Group Holdings, Inc.",32.39,72.68,7210.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TTAN,"ServiceTitan, Inc.",77.40,72.65,7204.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SLAB,"Silicon Laboratories, Inc.",218.11,72.63,7165.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MORN,"Morningstar, Inc.",185.76,72.60,7155.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NUVL,"Nuvalent, Inc.",90.95,72.58,7150.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GKOS,Glaukos Corp.,125.00,72.55,7142.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KNSL,"Kinsale Capital Group, Inc.",306.12,72.53,7132.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CWAN,"Clearwater Analytics Holdings, Inc.",24.37,72.50,7126.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STAG,"STAG Industrial, Inc.",37.26,72.48,7124.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PPC,Pilgrim's Pride Corp.,29.88,72.45,7097.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LEA,Lear Corp.,141.50,72.43,7088.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALKS,Alkermes Plc,42.80,72.40,7067.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MOS,The Mosaic Co.,22.24,72.38,7055.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PB,"Prosperity Bancshares, Inc.",69.36,72.35,7045.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VIST,Vista Energy SAB de CV,74.42,72.33,7032.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FLR,Fluor Corp.,47.56,72.30,6970.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WFRD,Weatherford International plc,97.17,72.28,6970.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRAX,"Praxis Precision Medicines, Inc.",254.00,72.25,6961.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BEPC,Brookfield Renewable Corp.,38.72,72.23,6955.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MYRG,"MYR Group, Inc.",445.66,72.20,6939.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INGM,Ingram Micro Holding Corp.,29.51,72.18,6936.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
THG,"The Hanover Insurance Group, Inc.",193.19,72.15,6910.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
POOL,Pool Corp.,185.52,72.13,6910.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HR,"Healthcare Realty Trust, Inc.",19.65,72.10,6909.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MAC,Macerich Co.,23.66,72.08,6907.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RGEN,Repligen Corp.,122.31,72.05,6889.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TEX,Terex Corp.,60.42,72.03,6889.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AXTA,Axalta Coating Systems Ltd.,32.18,72.00,6866.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BYD,Boyd Gaming Corp.,87.87,71.98,6864.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TRNO,Terreno Realty Corp.,64.33,71.95,6835.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FAF,First American Financial Corp.,67.02,71.93,6822.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EXP,"Eagle Materials, Inc.",212.72,71.90,6820.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RAL,Ralliant Corp.,60.17,71.88,6816.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CBC,"Central Bancompany, Inc.",28.51,71.85,6798.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GDS,GDS Holdings Ltd.,34.00,71.83,6763.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HXL,Hexcel Corp.,89.16,71.80,6722.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PCVX,"Vaxcyte, Inc.",47.36,71.78,6720.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NXE,NexGen Energy Ltd.,10.28,71.75,6715.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CHYM,"Chime Financial, Inc.",17.48,71.73,6714.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IDCC,"InterDigital, Inc.",260.64,71.70,6695.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AWI,"Armstrong World Industries, Inc.",155.15,71.68,6691.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BZ,Kanzhun Ltd.,14.03,71.65,6686.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KMX,"CarMax, Inc.",47.15,71.63,6685.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TMHC,Taylor Morrison Home Corp.,71.53,71.60,6682.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MRCY,"Mercury Systems, Inc.",111.27,71.58,6681.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RGTI,"Rigetti Computing, Inc.",20.68,71.55,6674.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VIPS,Vipshop Holdings Ltd.,13.53,71.53,6671.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DSGX,"The Descartes Systems Group, Inc.",75.46,71.50,6658.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MTDR,Matador Resources Co.,53.57,71.48,6652.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OR,"OR Royalties, Inc.",33.87,71.45,6647.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MWH,"SOLV Energy, Inc.",32.81,71.43,6643.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ETSY,"Etsy, Inc.",66.86,71.40,6626.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRIM,Primoris Services Corp.,121.84,71.38,6607.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GTES,Gates Industrial Corp. Plc,25.63,71.35,6601.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LAD,"Lithia Motors, Inc.",288.84,71.33,6587.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LNC,Lincoln National Corp.,34.74,71.30,6586.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NPO,"Enpro, Inc.",312.14,71.28,6575.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KGS,"Kodiak Gas Services, Inc.",65.11,71.25,6570.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TXNM,"TXNM Energy, Inc.",59.33,71.23,6568.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GRFS,Grifols SA,7.64,71.20,6568.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PAYC,"Paycom Software, Inc.",137.62,71.18,6559.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RIG,Transocean Ltd.,5.95,71.15,6550.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
APGE,"Apogee Therapeutics, Inc.",86.92,71.13,6548.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KRMN,"Karman Holdings, Inc.",49.44,71.10,6542.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LNTH,"Lantheus Holdings, Inc.",100.98,71.08,6523.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OMF,"OneMain Holdings, Inc.",55.36,71.05,6517.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SNDR,"Schneider National, Inc.",37.21,71.03,6516.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SGHC,Super Group (SGHC) Ltd.,12.94,71.00,6514.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DOX,Amdocs Ltd.,60.09,70.98,6486.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VFC,VF Corp.,16.59,70.95,6482.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FSS,Federal Signal Corp.,106.49,70.93,6475.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CPB,The Campbell's Co.,21.68,70.90,6463.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LKQ,LKQ Corp.,25.22,70.88,6455.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JBTM,JBT Marel Corp.,124.00,70.85,6444.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MSM,"MSC Industrial Direct Co., Inc.",115.51,70.83,6444.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AN,"AutoNation, Inc.",187.72,70.80,6443.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FSV,FirstService Corp.,140.68,70.78,6425.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SWX,"Southwest Gas Holdings, Inc.",88.72,70.75,6420.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DBX,"Dropbox, Inc.",27.52,70.73,6415.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LUNR,"Intuitive Machines, Inc.",29.36,70.70,6400.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ESTC,Elastic NV,61.79,70.68,6395.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TGTX,"TG Therapeutics, Inc.",40.16,70.65,6375.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RYN,"Rayonier, Inc.",20.97,70.63,6375.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EPRT,"Essential Properties Realty Trust, Inc.",30.27,70.60,6369.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INGR,"Ingredion, Inc.",99.98,70.58,6351.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FNB,F.N.B. Corp. (Pennsylvania),17.69,70.55,6335.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SYRE,"Spyre Therapeutics, Inc.",73.65,70.53,6335.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MHK,"Mohawk Industries, Inc.",102.86,70.50,6321.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MSA,"MSA Safety, Inc.",161.30,70.48,6315.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WH,"Wyndham Hotels & Resorts, Inc.",81.96,70.45,6310.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PSN,Parsons Corp.,58.72,70.43,6275.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IMVT,"Immunovant, Inc.",31.11,70.40,6267.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STWD,"Starwood Property Trust, Inc.",17.05,70.38,6259.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVTR,"Avantor, Inc.",9.16,70.35,6254.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EAT,"Brinker International, Inc.",140.46,70.33,6250.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ROAD,"Construction Partners, Inc.",110.57,70.30,6245.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CAG,"Conagra Brands, Inc.",13.01,70.28,6223.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CAR,"Avis Budget Group, Inc.",176.79,70.25,6222.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PTGX,"Protagonist Therapeutics, Inc.",97.38,70.23,6213.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CROX,"Crocs, Inc.",119.35,70.20,6196.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GVA,"Granite Construction, Inc.",141.35,70.18,6182.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PCTY,Paylocity Holding Corp.,113.46,70.15,6170.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VAL,Valaris Ltd.,88.54,70.13,6131.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GBCI,"Glacier Bancorp, Inc.",47.15,70.10,6126.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UBSI,"United Bankshares, Inc. (West Virginia)",43.90,70.08,6120.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
URBN,"Urban Outfitters, Inc.",71.30,70.05,6103.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GATX,GATX Corp.,171.06,70.03,6089.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RSI,"Rush Street Interactive, Inc.",26.14,70.00,6082.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UEC,Uranium Energy Corp.,12.65,69.98,6082.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FIGR,"Figure Technology Solutions, Inc.",28.49,69.96,6075.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RRR,"Red Rock Resorts, Inc.",57.39,69.93,6075.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CZR,"Caesars Entertainment, Inc.",29.20,69.91,6073.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GTX,"Garrett Motion, Inc.",31.96,69.88,6071.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CHDN,"Churchill Downs, Inc.",86.92,69.86,6058.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LEGN,Legend Biotech Corp.,32.62,69.83,6020.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AROC,"Archrock, Inc.",34.20,69.81,6013.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACA,"Arcosa, Inc.",122.49,69.78,6007.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ZGN,Ermenegildo Zegna NV,14.65,69.76,5992.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VSXY,Victoria's Secret & Co.,74.60,69.73,5988.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OGC,OceanaGold Corp.,25.75,69.71,5971.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CENX,Century Aluminum Co.,60.12,69.68,5950.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PEGA,"Pegasystems, Inc.",34.71,69.66,5941.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PATH,"UiPath, Inc.",11.24,69.63,5933.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LOAR,"Loar Holdings, Inc.",63.29,69.61,5925.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CHE,Chemed Corp.,441.59,69.58,5923.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HIMS,"Hims & Hers Health, Inc.",26.19,69.56,5919.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CNTA,Centessa Pharmaceuticals Plc,39.62,69.53,5912.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ABCB,Ameris Bancorp,85.47,69.51,5889.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HWC,Hancock Whitney Corp.,69.38,69.48,5880.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KYMR,"Kymera Therapeutics, Inc.",74.13,69.46,5852.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
POR,Portland General Electric Co.,50.53,69.43,5847.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
M,"Macy's, Inc.",22.16,69.41,5844.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MATX,"Matson, Inc.",187.32,69.38,5840.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TFPM,Triple Flag Precious Metals Corp.,28.27,69.36,5837.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACT,"Enact Holdings, Inc.",41.79,69.33,5833.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NSA,National Storage Affiliates Trust,43.43,69.31,5826.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FLG,Flagstar Bank NA,14.02,69.28,5826.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
